Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
70	1	68 ve 74 üncü maddelerinde tanımlanan suçlar . f ) 31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 ) Sadece adli para cezasını gerektiren veya hapis cezasının üst sınırı	68_Num ve_Conj 74_Num üncü_Noun maddelerinde_Noun tanımlanan_Verb suçlar_Noun ._Punc f_Undef )_Punc 31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc Sadece_Adv adli_Adj para_Noun cezasını_Noun gerektiren_Verb veya_Conj hapis_Noun cezasının_Noun üst_Noun sınırı_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=69&uT=y	68395431	68395433
71	1	95 ) , 7. Parada sahtecilik ( madde 197 ) , 8. Suç işlemek amacıyla örgüt kurma ( iki ,	<<< yedi ve sekizinci >>>	fıkralar hariç , madde 220 ) , 9. İhaleye fesat karıştırma ( madde 235 ) , 10. Rüşvet ( madde	95_Num )_Punc ,_Punc 7._Num Parada_Noun sahtecilik_Adj (_Punc madde_Noun 197_Num )_Punc ,_Punc 8._Num Suç_Noun işlemek_Verb amacıyla_Noun örgüt_Noun kurma_Verb (_Punc iki_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun hariç_Noun ,_Punc madde_Noun 220_Num )_Punc ,_Punc 9._Num İhaleye_Noun fesat_Noun karıştırma_Verb (_Punc madde_Noun 235_Num )_Punc ,_Punc 10._Num Rüşvet_Noun (_Punc madde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=70&uT=y	68430606	68430608
72	1	veya uyarıcı madde imal ve ticareti ( madde 188 ) , 2. Suç işlemek amacıyla örgüt kurma ( iki ,	<<< yedi ve sekizinci >>>	fıkralar hariç , madde 220 ) , 3. Silahlı örgüt ( madde 314 ) veya bu örgütlere silah sağlama (	veya_Conj uyarıcı_Noun madde_Noun imal_Noun ve_Conj ticareti_Noun (_Punc madde_Noun 188_Num )_Punc ,_Punc 2._Num Suç_Noun işlemek_Verb amacıyla_Noun örgüt_Noun kurma_Verb (_Punc iki_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun hariç_Noun ,_Punc madde_Noun 220_Num )_Punc ,_Punc 3._Num Silahlı_Noun örgüt_Noun (_Punc madde_Noun 314_Num )_Punc veya_Conj bu_Det örgütlere_Noun silah_Noun sağlama_Verb (_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=71&uT=y	68472101	68472103
73	1	188 ) , 4. Parada sahtecilik ( madde 197 ) , 5. Suç işlemek amacıyla örgüt kurma ( iki ,	<<< yedi ve sekizinci >>>	fıkralar hariç , madde 220 ) , 6. İhaleye fesat karıştırma ( madde 235 ) , 7. Rüşvet ( madde	188_Num )_Punc ,_Punc 4._Num Parada_Noun sahtecilik_Adj (_Punc madde_Noun 197_Num )_Punc ,_Punc 5._Num Suç_Noun işlemek_Verb amacıyla_Noun örgüt_Noun kurma_Verb (_Punc iki_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun hariç_Noun ,_Punc madde_Noun 220_Num )_Punc ,_Punc 6._Num İhaleye_Noun fesat_Noun karıştırma_Verb (_Punc madde_Noun 235_Num )_Punc ,_Punc 7._Num Rüşvet_Noun (_Punc madde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=72&uT=y	68472218	68472220
74	1	lira , c ) 12 nci maddesi hükümlerine aykırı hareket edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira , e ) 15 inci maddesi hükmüne aykırı hareket eden	lira_Noun ,_Punc c_Undef )_Punc 12_Num nci_Undef maddesi_Noun hükümlerine_Noun aykırı_Adj hareket_Noun edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun ,_Punc e_Interj )_Punc 15_Num inci_Noun maddesi_Noun hükmüne_Noun aykırı_Adj hareket_Noun eden_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=73&uT=y	68476523	68476525
75	1	tarafından çıkarılacak yönetmeliklerle düzenlenir . Kamu kurum ve kuruluşları hakkında uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik sertifika hizmet sağlama faaliyeti yerine getiren kamu kurum ve kuruluşları	tarafından_Noun çıkarılacak_Verb yönetmeliklerle_Noun düzenlenir_Verb ._Punc Kamu_Noun kurum_Noun ve_Conj kuruluşları_Noun hakkında_Noun uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj sertifika_Noun hizmet_Noun sağlama_Verb faaliyeti_Noun yerine_Noun getiren_Verb kamu_Noun kurum_Noun ve_Conj kuruluşları_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=74&uT=y	68476843	68476845
76	1	sağanak yağışlı , öteki yerlerin az bulutlu geçmesi bekleniyor . Bayram süresince hava sıcaklığının mevsim normallerinde seyredeceği , bir ,	<<< iki ve üçüncü >>>	gün Marmara ile yurdun iç ve doğu bölgelerinde yoğun sis görüleceği tahmin ediliyor . İstanbul serbest piyasada dolar 1,4120 YTL	sağanak_Noun yağışlı_Adj ,_Punc öteki_Noun yerlerin_Noun az_Adj bulutlu_Noun geçmesi_Verb bekleniyor_Verb ._Punc Bayram_Noun süresince_Noun hava_Noun sıcaklığının_Adj mevsim_Noun normallerinde_Adj seyredeceği_Verb ,_Punc bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	gün_Noun Marmara_Noun ile_Postp yurdun_Noun iç_Noun ve_Conj doğu_Noun bölgelerinde_Noun yoğun_Adj sis_Noun görüleceği_Verb tahmin_Noun ediliyor_Verb ._Punc İstanbul_Noun serbest_Adj piyasada_Noun dolar_Noun 1,4120_Num YTL_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=75&uT=y	68799255	68799257
77	1	yer alan ; 3. İşkence ( madde 94 , 95 ) 7. Suç işlemek amacıyla örgüt kurma ( iki ,	<<< yedi ve sekizinci >>>	fıkralar hariç , madde 220 ) , 8. Devletin Güvenliğine Karşı Suçlar ( madde 302 , 303 , 304 ,	yer_Noun alan_Verb ;_Punc 3._Num İşkence_Noun (_Punc madde_Noun 94_Num ,_Punc 95_Num )_Punc 7._Num Suç_Noun işlemek_Verb amacıyla_Noun örgüt_Noun kurma_Verb (_Punc iki_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun hariç_Noun ,_Punc madde_Noun 220_Num )_Punc ,_Punc 8._Num Devletin_Noun Güvenliğine_Noun Karşı_Postp Suçlar_Noun (_Punc madde_Noun 302_Num ,_Punc 303_Num ,_Punc 304_Num ,_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=76&uT=y	71270721	71270723
78	1	68 ve 74 üncü maddelerinde tanımlanan suçlar . f ) 31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 ) Sadece adli para cezasını gerektiren veya hapis cezasının üst sınırı	68_Num ve_Conj 74_Num üncü_Noun maddelerinde_Noun tanımlanan_Verb suçlar_Noun ._Punc f_Undef )_Punc 31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc Sadece_Adv adli_Adj para_Noun cezasını_Noun gerektiren_Verb veya_Conj hapis_Noun cezasının_Noun üst_Noun sınırı_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=77&uT=y	71270875	71270877
79	1	tarafından çıkarılacak yönetmeliklerle düzenlenir . Kamu kurum ve kuruluşları hakkında uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik sertifika hizmet sağlama faaliyeti yerine getiren kamu kurum ve kuruluşları	tarafından_Noun çıkarılacak_Verb yönetmeliklerle_Noun düzenlenir_Verb ._Punc Kamu_Noun kurum_Noun ve_Conj kuruluşları_Noun hakkında_Noun uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj sertifika_Noun hizmet_Noun sağlama_Verb faaliyeti_Noun yerine_Noun getiren_Verb kamu_Noun kurum_Noun ve_Conj kuruluşları_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=78&uT=y	71293752	71293754
80	1	lira , c ) 12 nci maddesi hükümlerine aykırı hareket edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira , e ) 15 inci maddesi hükmüne aykırı hareket eden	lira_Noun ,_Punc c_Undef )_Punc 12_Num nci_Undef maddesi_Noun hükümlerine_Noun aykırı_Adj hareket_Noun edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun ,_Punc e_Interj )_Punc 15_Num inci_Noun maddesi_Noun hükmüne_Noun aykırı_Adj hareket_Noun eden_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=79&uT=y	71294089	71294091
81	1	veya uyarıcı madde imal ve ticareti ( madde 188 ) , 2. Suç işlemek amacıyla örgüt kurma ( iki ,	<<< yedi ve sekizinci >>>	fıkralar hariç , madde 220 ) , 3. Silahlı örgüt ( madde 314 ) veya bu örgütlere silah sağlama (	veya_Conj uyarıcı_Noun madde_Noun imal_Noun ve_Conj ticareti_Noun (_Punc madde_Noun 188_Num )_Punc ,_Punc 2._Num Suç_Noun işlemek_Verb amacıyla_Noun örgüt_Noun kurma_Verb (_Punc iki_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun hariç_Noun ,_Punc madde_Noun 220_Num )_Punc ,_Punc 3._Num Silahlı_Noun örgüt_Noun (_Punc madde_Noun 314_Num )_Punc veya_Conj bu_Det örgütlere_Noun silah_Noun sağlama_Verb (_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=80&uT=y	71306088	71306090
82	1	188 ) , 4. Parada sahtecilik ( madde 197 ) , 5. Suç işlemek amacıyla örgüt kurma ( iki ,	<<< yedi ve sekizinci >>>	fıkralar hariç , madde 220 ) , 6. İhaleye fesat karıştırma ( madde 235 ) , 7. Rüşvet ( madde	188_Num )_Punc ,_Punc 4._Num Parada_Noun sahtecilik_Adj (_Punc madde_Noun 197_Num )_Punc ,_Punc 5._Num Suç_Noun işlemek_Verb amacıyla_Noun örgüt_Noun kurma_Verb (_Punc iki_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun hariç_Noun ,_Punc madde_Noun 220_Num )_Punc ,_Punc 6._Num İhaleye_Noun fesat_Noun karıştırma_Verb (_Punc madde_Noun 235_Num )_Punc ,_Punc 7._Num Rüşvet_Noun (_Punc madde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=81&uT=y	71306205	71306207
83	1	95 ) , 7. Parada sahtecilik ( madde 197 ) , 8. Suç işlemek amacıyla örgüt kurma ( iki ,	<<< yedi ve sekizinci >>>	fıkralar hariç , madde 220 ) , 9. İhaleye fesat karıştırma ( madde 235 ) , 10. Rüşvet ( madde	95_Num )_Punc ,_Punc 7._Num Parada_Noun sahtecilik_Adj (_Punc madde_Noun 197_Num )_Punc ,_Punc 8._Num Suç_Noun işlemek_Verb amacıyla_Noun örgüt_Noun kurma_Verb (_Punc iki_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun hariç_Noun ,_Punc madde_Noun 220_Num )_Punc ,_Punc 9._Num İhaleye_Noun fesat_Noun karıştırma_Verb (_Punc madde_Noun 235_Num )_Punc ,_Punc 10._Num Rüşvet_Noun (_Punc madde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=82&uT=y	71309593	71309595
84	1	sağanak yağışlı , öteki yerlerin az bulutlu geçmesi bekleniyor . Bayram süresince hava sıcaklığının mevsim normallerinde seyredeceği , bir ,	<<< iki ve üçüncü >>>	gün Marmara ile yurdun iç ve doğu bölgelerinde yoğun sis görüleceği tahmin ediliyor . JİTEM üyesi oldukları iddiasıyla yargılanan PKK	sağanak_Noun yağışlı_Adj ,_Punc öteki_Noun yerlerin_Noun az_Adj bulutlu_Noun geçmesi_Verb bekleniyor_Verb ._Punc Bayram_Noun süresince_Noun hava_Noun sıcaklığının_Adj mevsim_Noun normallerinde_Adj seyredeceği_Verb ,_Punc bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	gün_Noun Marmara_Noun ile_Postp yurdun_Noun iç_Noun ve_Conj doğu_Noun bölgelerinde_Noun yoğun_Adj sis_Noun görüleceği_Verb tahmin_Noun ediliyor_Verb ._Punc JİTEM_Undef üyesi_Noun oldukları_Verb iddiasıyla_Noun yargılanan_Verb PKK_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=83&uT=y	72988859	72988861
85	1	yer alan ; 3. İşkence ( madde 94 , 95 ) 7. Suç işlemek amacıyla örgüt kurma ( iki ,	<<< yedi ve sekizinci >>>	fıkralar hariç , madde 220 ) , 8. Devletin Güvenliğine Karşı Suçlar ( madde 302 , 303 , 304 ,	yer_Noun alan_Verb ;_Punc 3._Num İşkence_Noun (_Punc madde_Noun 94_Num ,_Punc 95_Num )_Punc 7._Num Suç_Noun işlemek_Verb amacıyla_Noun örgüt_Noun kurma_Verb (_Punc iki_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun hariç_Noun ,_Punc madde_Noun 220_Num )_Punc ,_Punc 8._Num Devletin_Noun Güvenliğine_Noun Karşı_Postp Suçlar_Noun (_Punc madde_Noun 302_Num ,_Punc 303_Num ,_Punc 304_Num ,_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=84&uT=y	73721347	73721349
86	1	68 ve 74 üncü maddelerinde tanımlanan suçlar . f ) 31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 ) Sadece adli para cezasını gerektiren veya hapis cezasının üst sınırı	68_Num ve_Conj 74_Num üncü_Noun maddelerinde_Noun tanımlanan_Verb suçlar_Noun ._Punc f_Undef )_Punc 31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc Sadece_Adv adli_Adj para_Noun cezasını_Noun gerektiren_Verb veya_Conj hapis_Noun cezasının_Noun üst_Noun sınırı_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=85&uT=y	73721501	73721503
87	1	tarafından çıkarılacak yönetmeliklerle düzenlenir . Kamu kurum ve kuruluşları hakkında uygulanmayacak hükümler MADDE 21. - Bu Kanunun 8 inci maddesinin	<<< dört ve beşinci >>>	fıkraları ile 15 ve 19 uncu maddesi hükümleri , elektronik sertifika hizmet sağlama faaliyeti yerine getiren kamu kurum ve kuruluşları	tarafından_Noun çıkarılacak_Verb yönetmeliklerle_Noun düzenlenir_Verb ._Punc Kamu_Noun kurum_Noun ve_Conj kuruluşları_Noun hakkında_Noun uygulanmayacak_Verb hükümler_Noun MADDE_Noun 21._Num -_Punc Bu_Det Kanunun_Noun 8_Num inci_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkraları_Noun ile_Postp 15_Num ve_Conj 19_Num uncu_Noun maddesi_Noun hükümleri_Noun ,_Punc elektronik_Adj sertifika_Noun hizmet_Noun sağlama_Verb faaliyeti_Noun yerine_Noun getiren_Verb kamu_Noun kurum_Noun ve_Conj kuruluşları_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=86&uT=y	73770199	73770201
88	1	95 ) , 7. Parada sahtecilik ( madde 197 ) , 8. Suç işlemek amacıyla örgüt kurma ( iki ,	<<< yedi ve sekizinci >>>	fıkralar hariç , madde 220 ) , 9. İhaleye fesat karıştırma ( madde 235 ) , 10. Rüşvet ( madde	95_Num )_Punc ,_Punc 7._Num Parada_Noun sahtecilik_Adj (_Punc madde_Noun 197_Num )_Punc ,_Punc 8._Num Suç_Noun işlemek_Verb amacıyla_Noun örgüt_Noun kurma_Verb (_Punc iki_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun hariç_Noun ,_Punc madde_Noun 220_Num )_Punc ,_Punc 9._Num İhaleye_Noun fesat_Noun karıştırma_Verb (_Punc madde_Noun 235_Num )_Punc ,_Punc 10._Num Rüşvet_Noun (_Punc madde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=87&uT=y	73771883	73771885
89	1	lira , c ) 12 nci maddesi hükümlerine aykırı hareket edenler hakkında onmilyar lira , d ) 13 üncü maddesinin	<<< beş ve yedinci >>>	fıkralarındaki yükümlülükleri yerine getirmeyen elektronik sertifika hizmet sağlayıcısına sekizmilyar lira , e ) 15 inci maddesi hükmüne aykırı hareket eden	lira_Noun ,_Punc c_Undef )_Punc 12_Num nci_Undef maddesi_Noun hükümlerine_Noun aykırı_Adj hareket_Noun edenler_Verb hakkında_Noun onmilyar_Undef lira_Noun ,_Punc d_Noun )_Punc 13_Num üncü_Noun maddesinin_Noun	<<< beş_Adj ve_Conj yedinci_Adj >>>	fıkralarındaki_Noun yükümlülükleri_Noun yerine_Noun getirmeyen_Verb elektronik_Adj sertifika_Noun hizmet_Noun sağlayıcısına_Verb sekizmilyar_Undef lira_Noun ,_Punc e_Interj )_Punc 15_Num inci_Noun maddesi_Noun hükmüne_Noun aykırı_Adj hareket_Noun eden_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=88&uT=y	73776411	73776413
90	1	veya uyarıcı madde imal ve ticareti ( madde 188 ) , 2. Suç işlemek amacıyla örgüt kurma ( iki ,	<<< yedi ve sekizinci >>>	fıkralar hariç , madde 220 ) , 3. Silahlı örgüt ( madde 314 ) veya bu örgütlere silah sağlama (	veya_Conj uyarıcı_Noun madde_Noun imal_Noun ve_Conj ticareti_Noun (_Punc madde_Noun 188_Num )_Punc ,_Punc 2._Num Suç_Noun işlemek_Verb amacıyla_Noun örgüt_Noun kurma_Verb (_Punc iki_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun hariç_Noun ,_Punc madde_Noun 220_Num )_Punc ,_Punc 3._Num Silahlı_Noun örgüt_Noun (_Punc madde_Noun 314_Num )_Punc veya_Conj bu_Det örgütlere_Noun silah_Noun sağlama_Verb (_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=89&uT=y	73787695	73787697
91	1	188 ) , 4. Parada sahtecilik ( madde 197 ) , 5. Suç işlemek amacıyla örgüt kurma ( iki ,	<<< yedi ve sekizinci >>>	fıkralar hariç , madde 220 ) , 6. İhaleye fesat karıştırma ( madde 235 ) , 7. Rüşvet ( madde	188_Num )_Punc ,_Punc 4._Num Parada_Noun sahtecilik_Adj (_Punc madde_Noun 197_Num )_Punc ,_Punc 5._Num Suç_Noun işlemek_Verb amacıyla_Noun örgüt_Noun kurma_Verb (_Punc iki_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun hariç_Noun ,_Punc madde_Noun 220_Num )_Punc ,_Punc 6._Num İhaleye_Noun fesat_Noun karıştırma_Verb (_Punc madde_Noun 235_Num )_Punc ,_Punc 7._Num Rüşvet_Noun (_Punc madde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=90&uT=y	73787812	73787814
92	1	sağanak yağışlı , öteki yerlerin az bulutlu geçmesi bekleniyor . Bayram süresince hava sıcaklığının mevsim normallerinde seyredeceği , bir ,	<<< iki ve üçüncü >>>	gün Marmara ile yurdun iç ve doğu bölgelerinde yoğun sis görüleceği tahmin ediliyor . Yoğun kar yağışı , yurt genelinde	sağanak_Noun yağışlı_Adj ,_Punc öteki_Noun yerlerin_Noun az_Adj bulutlu_Noun geçmesi_Verb bekleniyor_Verb ._Punc Bayram_Noun süresince_Noun hava_Noun sıcaklığının_Adj mevsim_Noun normallerinde_Adj seyredeceği_Verb ,_Punc bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	gün_Noun Marmara_Noun ile_Postp yurdun_Noun iç_Noun ve_Conj doğu_Noun bölgelerinde_Noun yoğun_Adj sis_Noun görüleceği_Verb tahmin_Noun ediliyor_Verb ._Punc Yoğun_Adj kar_Noun yağışı_Verb ,_Punc yurt_Noun genelinde_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=91&uT=y	75497259	75497261
93	1	yer alan ; 3. İşkence ( madde 94 , 95 ) 7. Suç işlemek amacıyla örgüt kurma ( iki ,	<<< yedi ve sekizinci >>>	fıkralar hariç , madde 220 ) , 8. Devletin Güvenliğine Karşı Suçlar ( madde 302 , 303 , 304 ,	yer_Noun alan_Verb ;_Punc 3._Num İşkence_Noun (_Punc madde_Noun 94_Num ,_Punc 95_Num )_Punc 7._Num Suç_Noun işlemek_Verb amacıyla_Noun örgüt_Noun kurma_Verb (_Punc iki_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun hariç_Noun ,_Punc madde_Noun 220_Num )_Punc ,_Punc 8._Num Devletin_Noun Güvenliğine_Noun Karşı_Postp Suçlar_Noun (_Punc madde_Noun 302_Num ,_Punc 303_Num ,_Punc 304_Num ,_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=92&uT=y	76177417	76177419
94	1	68 ve 74 üncü maddelerinde tanımlanan suçlar . f ) 31.8.1956 tarihli ve 6831 sayılı Orman Kanununun 110 uncu maddesinin	<<< dört ve beşinci >>>	fıkralarında tanımlanan kasten orman yakma suçları . ( 4 ) Sadece adli para cezasını gerektiren veya hapis cezasının üst sınırı	68_Num ve_Conj 74_Num üncü_Noun maddelerinde_Noun tanımlanan_Verb suçlar_Noun ._Punc f_Undef )_Punc 31.8.1956_Num tarihli_Noun ve_Conj 6831_Num sayılı_Adj Orman_Noun Kanununun_Noun 110_Num uncu_Noun maddesinin_Noun	<<< dört_Adj ve_Conj beşinci_Adj >>>	fıkralarında_Noun tanımlanan_Verb kasten_Adv orman_Noun yakma_Verb suçları_Noun ._Punc (_Punc 4_Num )_Punc Sadece_Adv adli_Adj para_Noun cezasını_Noun gerektiren_Verb veya_Conj hapis_Noun cezasının_Noun üst_Noun sınırı_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=93&uT=y	76177571	76177573
95	1	95 ) , 7. Parada sahtecilik ( madde 197 ) , 8. Suç işlemek amacıyla örgüt kurma ( iki ,	<<< yedi ve sekizinci >>>	fıkralar hariç , madde 220 ) , 9. İhaleye fesat karıştırma ( madde 235 ) , 10. Rüşvet ( madde	95_Num )_Punc ,_Punc 7._Num Parada_Noun sahtecilik_Adj (_Punc madde_Noun 197_Num )_Punc ,_Punc 8._Num Suç_Noun işlemek_Verb amacıyla_Noun örgüt_Noun kurma_Verb (_Punc iki_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	fıkralar_Noun hariç_Noun ,_Punc madde_Noun 220_Num )_Punc ,_Punc 9._Num İhaleye_Noun fesat_Noun karıştırma_Verb (_Punc madde_Noun 235_Num )_Punc ,_Punc 10._Num Rüşvet_Noun (_Punc madde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=94&uT=y	76196424	76196426
